Date	Time	Global_active_power	Global_reactive_power	Voltage	Global_intensity	Sub_metering_1	Sub_metering_2	Sub_metering_3
21/09/2024	14:00:00	0.383	0.087	235.788	1.667	0.234	0.166	0.266
21/09/2024	16:00:00	0.576	0.179	233.699	2.579	0.373	0.259	0.419
21/09/2024	18:00:00	0.908	0.163	225.288	4.095	0.602	0.428	0.686
21/09/2024	20:00:00	0.798	0.225	238.165	3.483	0.524	0.374	0.599
21/09/2024	22:00:00	0.439	0.08	231.752	1.923	0.277	0.191	0.31
22/09/2024	00:00:00	0.138	0.021	234.133	0.594	0.062	0.044	0.07
22/09/2024	02:00:00	0.105	0.031	236.482	0.463	0.038	0.028	0.044
22/09/2024	04:00:00	0.124	0.032	232.5	0.552	0.053	0.037	0.059
22/09/2024	06:00:00	0.889	0.298	229.118	4.095	0.58	0.425	0.672
22/09/2024	08:00:00	0.447	0.115	230.164	2.005	0.27	0.204	0.317
22/09/2024	10:00:00	0.348	0.092	230.546	1.56	0.207	0.15	0.238
22/09/2024	12:00:00	0.664	0.219	238.481	2.931	0.434	0.304	0.49
22/09/2024	14:00:00	0.43	0.08	233.072	1.878	0.26	0.194	0.304
22/09/2024	16:00:00	0.545	0.195	231.864	2.495	0.345	0.248	0.396
22/09/2024	18:00:00	0.869	0.147	235.013	3.75	0.559	0.42	0.655
22/09/2024	20:00:00	0.718	0.201	231.672	3.218	0.475	0.328	0.532
22/09/2024	22:00:00	0.441	0.1	225.502	2.006	0.28	0.191	0.311
23/09/2024	00:00:00	0.136	0.045	233.7	0.611	0.059	0.043	0.068
23/09/2024	02:00:00	0.085	0.015	231.475	0.374	0.025	0.018	0.028
23/09/2024	04:00:00	0.101	0.03	229.038	0.462	0.036	0.026	0.041
23/09/2024	06:00:00	0.757	0.196	230.908	3.386	0.487	0.359	0.566
23/09/2024	08:00:00	0.371	0.118	225.461	1.728	0.219	0.165	0.257
23/09/2024	10:00:00	0.305	0.069	236.539	1.322	0.18	0.127	0.204
23/09/2024	12:00:00	0.675	0.124	229.275	2.995	0.435	0.315	0.5
23/09/2024	14:00:00	0.353	0.121	231.099	1.617	0.218	0.147	0.241
23/09/2024	16:00:00	0.46	0.141	230.145	2.089	0.28	0.21	0.328
23/09/2024	18:00:00	0.755	0.234	225.764	3.5	0.504	0.345	0.561
23/09/2024	20:00:00	0.654	0.158	226.931	2.966	0.436	0.293	0.48
23/09/2024	22:00:00	0.384	0.061	229.238	1.695	0.229	0.17	0.267
24/09/2024	00:00:00	0.135	0.023	228.647	0.601	0.062	0.042	0.068
24/09/2024	02:00:00	0.096	0.028	229.759	0.434	0.032	0.023	0.037
24/09/2024	04:00:00	0.117	0.034	238.635	0.508	0.047	0.033	0.053
24/09/2024	06:00:00	0.715	0.175	231.537	3.179	0.462	0.335	0.532
24/09/2024	08:00:00	0.394	0.081	225.115	1.787	0.246	0.168	0.274
24/09/2024	10:00:00	0.345	0.09	235.745	1.513	0.204	0.15	0.236
24/09/2024	12:00:00	0.694	0.162	233.828	3.048	0.456	0.318	0.514
24/09/2024	14:00:00	0.385	0.125	225.243	1.798	0.237	0.166	0.268
24/09/2024	16:00:00	0.535	0.154	235.243	2.366	0.337	0.244	0.388
24/09/2024	18:00:00	0.85	0.212	236.07	3.71	0.553	0.405	0.64
24/09/2024	20:00:00	0.733	0.153	233.268	3.212	0.47	0.348	0.547
24/09/2024	22:00:00	0.393	0.138	238.044	1.75	0.24	0.171	0.274
25/09/2024	00:00:00	0.135	0.042	236.218	0.597	0.058	0.043	0.068
25/09/2024	02:00:00	0.098	0.034	233.561	0.443	0.033	0.024	0.038
25/09/2024	04:00:00	0.119	0.03	227.995	0.538	0.048	0.035	0.055
25/09/2024	06:00:00	0.825	0.208	236.276	3.602	0.527	0.399	0.62
25/09/2024	08:00:00	0.436	0.075	231.681	1.911	0.27	0.193	0.309
25/09/2024	10:00:00	0.328	0.072	226.126	1.484	0.192	0.14	0.222
25/09/2024	12:00:00	0.612	0.205	226.856	2.846	0.386	0.286	0.45
25/09/2024	14:00:00	0.348	0.103	238.301	1.524	0.211	0.147	0.238
25/09/2024	16:00:00	0.454	0.125	233.848	2.015	0.291	0.196	0.321
25/09/2024	18:00:00	0.867	0.184	231.831	3.824	0.562	0.416	0.654
25/09/2024	20:00:00	0.684	0.206	226.204	3.159	0.437	0.322	0.508
25/09/2024	22:00:00	0.423	0.092	232.353	1.865	0.262	0.186	0.299
26/09/2024	00:00:00	0.124	0.025	235.983	0.536	0.053	0.036	0.059
26/09/2024	02:00:00	0.091	0.02	236.253	0.396	0.028	0.021	0.033
26/09/2024	04:00:00	0.101	0.031	226.149	0.466	0.036	0.025	0.041
26/09/2024	06:00:00	0.842	0.189	231.479	3.729	0.561	0.392	0.632
26/09/2024	08:00:00	0.382	0.1	225.966	1.746	0.235	0.164	0.264
26/09/2024	10:00:00	0.347	0.063	230.407	1.53	0.206	0.149	0.238
26/09/2024	12:00:00	0.655	0.23	233.954	2.966	0.413	0.31	0.484
26/09/2024	14:00:00	0.326	0.071	230.588	1.447	0.189	0.141	0.221
26/09/2024	16:00:00	0.506	0.105	229.375	2.254	0.325	0.224	0.363
26/09/2024	18:00:00	0.856	0.267	232.868	3.85	0.575	0.395	0.642
26/09/2024	20:00:00	0.634	0.209	229.388	2.908	0.413	0.289	0.466
26/09/2024	22:00:00	0.421	0.121	234.757	1.865	0.253	0.19	0.297
27/09/2024	00:00:00	0.146	0.042	232.614	0.655	0.068	0.048	0.077
27/09/2024	02:00:00	0.085	0.025	227.062	0.388	0.024	0.018	0.028
27/09/2024	04:00:00	0.103	0.027	238.309	0.446	0.037	0.026	0.042
27/09/2024	06:00:00	0.795	0.271	239.183	3.513	0.532	0.365	0.593
27/09/2024	08:00:00	0.412	0.128	227.263	1.9	0.253	0.181	0.29
27/09/2024	10:00:00	0.328	0.087	228.691	1.481	0.196	0.137	0.221
27/09/2024	12:00:00	0.624	0.118	237.873	2.671	0.401	0.288	0.46
27/09/2024	14:00:00	0.395	0.142	226.219	1.853	0.239	0.174	0.276
27/09/2024	16:00:00	0.506	0.14	234.412	2.238	0.312	0.233	0.365
27/09/2024	18:00:00	0.758	0.143	237.712	3.244	0.501	0.35	0.565
27/09/2024	20:00:00	0.698	0.228	233.946	3.139	0.452	0.325	0.519
27/09/2024	22:00:00	0.421	0.15	233.051	1.92	0.267	0.181	0.295
28/09/2024	00:00:00	0.159	0.039	228.956	0.715	0.078	0.053	0.087
28/09/2024	02:00:00	0.091	0.026	232.545	0.407	0.029	0.021	0.033
28/09/2024	04:00:00	0.127	0.044	230.734	0.583	0.052	0.039	0.062
28/09/2024	06:00:00	0.766	0.173	231.155	3.395	0.492	0.364	0.572
28/09/2024	08:00:00	0.459	0.146	235.269	2.048	0.288	0.203	0.327
28/09/2024	10:00:00	0.36	0.109	232.006	1.62	0.218	0.154	0.247
28/09/2024	12:00:00	0.76	0.222	231.417	3.423	0.496	0.356	0.568
28/09/2024	14:00:00	0.363	0.11	233.287	1.626	0.214	0.16	0.25
28/09/2024	16:00:00	0.542	0.157	225.15	2.505	0.336	0.252	0.393
28/09/2024	18:00:00	0.807	0.142	237.302	3.454	0.521	0.385	0.606
28/09/2024	20:00:00	0.749	0.205	229.214	3.389	0.488	0.351	0.56
28/09/2024	22:00:00	0.426	0.144	235.466	1.908	0.256	0.193	0.3
29/09/2024	00:00:00	0.157	0.043	234.956	0.691	0.075	0.053	0.085
29/09/2024	02:00:00	0.099	0.029	231.568	0.446	0.034	0.025	0.039
29/09/2024	04:00:00	0.12	0.027	235.34	0.521	0.048	0.035	0.056
29/09/2024	06:00:00	0.828	0.219	230.631	3.714	0.543	0.39	0.622
29/09/2024	08:00:00	0.481	0.087	235.406	2.076	0.305	0.213	0.344
29/09/2024	10:00:00	0.38	0.061	234.509	1.64	0.226	0.168	0.264
29/09/2024	12:00:00	0.632	0.098	233.671	2.736	0.405	0.292	0.465
29/09/2024	14:00:00	0.374	0.09	232.819	1.651	0.224	0.164	0.259
29/09/2024	16:00:00	0.569	0.103	239.532	2.413	0.359	0.263	0.415
29/09/2024	18:00:00	0.861	0.251	230.599	3.891	0.554	0.415	0.649
29/09/2024	20:00:00	0.783	0.145	230.507	3.453	0.526	0.357	0.582
29/09/2024	22:00:00	0.404	0.092	239.73	1.727	0.248	0.177	0.283
30/09/2024	00:00:00	0.132	0.04	232.774	0.594	0.058	0.041	0.066
30/09/2024	02:00:00	0.083	0.026	234.293	0.37	0.022	0.017	0.026
30/09/2024	04:00:00	0.109	0.031	233.661	0.486	0.04	0.03	0.047
30/09/2024	06:00:00	0.826	0.282	234.149	3.728	0.544	0.388	0.621
30/09/2024	08:00:00	0.405	0.101	225.994	1.849	0.253	0.174	0.283
30/09/2024	10:00:00	0.331	0.063	228.104	1.478	0.195	0.142	0.225
30/09/2024	12:00:00	0.687	0.189	226.162	3.151	0.449	0.317	0.509
30/09/2024	14:00:00	0.342	0.084	236.516	1.49	0.199	0.15	0.234
30/09/2024	16:00:00	0.506	0.166	232.374	2.293	0.329	0.221	0.362
30/09/2024	18:00:00	0.876	0.231	229.429	3.947	0.572	0.417	0.66
30/09/2024	20:00:00	0.713	0.213	238.869	3.116	0.473	0.326	0.528
30/09/2024	22:00:00	0.405	0.068	230.969	1.78	0.249	0.178	0.284
01/10/2024	00:00:00	0.148	0.047	235.052	0.662	0.068	0.05	0.079
01/10/2024	02:00:00	0.108	0.022	235.142	0.469	0.04	0.03	0.047
01/10/2024	04:00:00	0.121	0.037	239.477	0.527	0.048	0.036	0.056
01/10/2024	06:00:00	0.849	0.283	230.84	3.875	0.572	0.39	0.635
01/10/2024	08:00:00	0.492	0.105	233.515	2.155	0.316	0.216	0.352
01/10/2024	10:00:00	0.363	0.121	225.754	1.694	0.213	0.16	0.25
01/10/2024	12:00:00	0.629	0.184	229.629	2.854	0.399	0.294	0.463
01/10/2024	14:00:00	0.364	0.114	232.942	1.637	0.224	0.154	0.25
01/10/2024	16:00:00	0.494	0.081	237.569	2.107	0.315	0.219	0.354
01/10/2024	18:00:00	0.938	0.305	238.917	4.13	0.64	0.431	0.705
01/10/2024	20:00:00	0.788	0.235	235.853	3.486	0.518	0.368	0.59
01/10/2024	22:00:00	0.462	0.106	234.281	2.023	0.281	0.211	0.33
02/10/2024	00:00:00	0.145	0.046	231.523	0.657	0.065	0.048	0.076
02/10/2024	02:00:00	0.092	0.025	230.522	0.416	0.029	0.022	0.034
02/10/2024	04:00:00	0.13	0.029	236.426	0.564	0.055	0.041	0.064
02/10/2024	06:00:00	0.864	0.134	232.94	3.755	0.578	0.401	0.649
02/10/2024	08:00:00	0.455	0.152	237.692	2.019	0.275	0.208	0.324
02/10/2024	10:00:00	0.362	0.123	226.555	1.688	0.222	0.154	0.249
02/10/2024	12:00:00	0.665	0.116	234.404	2.881	0.426	0.311	0.492
02/10/2024	14:00:00	0.376	0.127	226.677	1.751	0.222	0.167	0.261
02/10/2024	16:00:00	0.503	0.154	231.494	2.27	0.321	0.224	0.361
02/10/2024	18:00:00	0.963	0.256	236.715	4.209	0.624	0.467	0.73
02/10/2024	20:00:00	0.778	0.269	230.47	3.574	0.52	0.357	0.58
02/10/2024	22:00:00	0.434	0.081	228.33	1.933	0.275	0.187	0.305
03/10/2024	00:00:00	0.145	0.037	230.351	0.648	0.067	0.047	0.075
03/10/2024	02:00:00	0.091	0.015	233.881	0.394	0.028	0.021	0.033
03/10/2024	04:00:00	0.129	0.041	239.162	0.567	0.056	0.039	0.063
03/10/2024	06:00:00	0.802	0.166	236.017	3.472	0.519	0.382	0.602
03/10/2024	08:00:00	0.468	0.14	237.119	2.058	0.287	0.213	0.334
03/10/2024	10:00:00	0.32	0.05	233.616	1.387	0.193	0.132	0.215
03/10/2024	12:00:00	0.688	0.215	233.042	3.095	0.438	0.326	0.511
03/10/2024	14:00:00	0.397	0.106	231.96	1.772	0.25	0.169	0.276
03/10/2024	16:00:00	0.559	0.189	234.065	2.523	0.367	0.247	0.404
03/10/2024	18:00:00	0.945	0.272	238.083	4.133	0.627	0.448	0.716
03/10/2024	20:00:00	0.75	0.174	227.973	3.379	0.502	0.342	0.557
03/10/2024	22:00:00	0.418	0.092	226.378	1.892	0.254	0.187	0.294
04/10/2024	00:00:00	0.153	0.047	235.397	0.68	0.074	0.051	0.082
04/10/2024	02:00:00	0.101	0.022	237.961	0.432	0.036	0.025	0.04
04/10/2024	04:00:00	0.108	0.037	228.704	0.5	0.041	0.029	0.046
04/10/2024	06:00:00	0.913	0.177	232.02	4.007	0.598	0.436	0.69
04/10/2024	08:00:00	0.434	0.124	238.354	1.893	0.273	0.189	0.306
04/10/2024	10:00:00	0.33	0.085	239.142	1.426	0.199	0.138	0.223
04/10/2024	12:00:00	0.64	0.115	232.391	2.798	0.422	0.288	0.469
04/10/2024	14:00:00	0.362	0.102	229.595	1.64	0.214	0.159	0.25
04/10/2024	16:00:00	0.573	0.172	227.831	2.627	0.37	0.259	0.417
04/10/2024	18:00:00	0.893	0.145	236.031	3.834	0.577	0.431	0.675
04/10/2024	20:00:00	0.778	0.224	228.509	3.545	0.496	0.374	0.583
04/10/2024	22:00:00	0.416	0.125	229.833	1.889	0.262	0.178	0.291
05/10/2024	00:00:00	0.172	0.043	239.488	0.742	0.084	0.062	0.098
05/10/2024	02:00:00	0.106	0.032	229.834	0.481	0.039	0.028	0.045
05/10/2024	04:00:00	0.132	0.044	230.804	0.605	0.056	0.042	0.066
05/10/2024	06:00:00	0.879	0.184	226.691	3.962	0.567	0.424	0.663
05/10/2024	08:00:00	0.515	0.179	230.808	2.363	0.332	0.228	0.37
05/10/2024	10:00:00	0.39	0.071	228.589	1.732	0.231	0.174	0.272
05/10/2024	12:00:00	0.721	0.164	236.23	3.131	0.464	0.34	0.537
05/10/2024	14:00:00	0.4	0.123	237.8	1.759	0.24	0.178	0.28
05/10/2024	16:00:00	0.605	0.213	238.571	2.687	0.394	0.273	0.442
05/10/2024	18:00:00	1.0	0.22	231.397	4.427	0.684	0.462	0.755
05/10/2024	20:00:00	0.777	0.137	227.226	3.474	0.514	0.36	0.58
05/10/2024	22:00:00	0.487	0.107	233.584	2.134	0.311	0.215	0.348
06/10/2024	00:00:00	0.178	0.055	231.417	0.806	0.09	0.064	0.102
06/10/2024	02:00:00	0.108	0.031	233.9	0.479	0.04	0.029	0.046
06/10/2024	04:00:00	0.131	0.027	235.326	0.567	0.056	0.04	0.065
06/10/2024	06:00:00	0.869	0.182	231.237	3.84	0.57	0.412	0.655
06/10/2024	08:00:00	0.512	0.164	232.607	2.313	0.329	0.227	0.368
06/10/2024	10:00:00	0.352	0.114	232.868	1.588	0.206	0.155	0.241
06/10/2024	12:00:00	0.767	0.175	232.494	3.386	0.51	0.353	0.572
06/10/2024	14:00:00	0.458	0.112	231.161	2.041	0.287	0.203	0.326
06/10/2024	16:00:00	0.593	0.099	233.939	2.571	0.373	0.277	0.435
06/10/2024	18:00:00	1.066	0.328	225.891	4.938	0.702	0.515	0.813
06/10/2024	20:00:00	0.843	0.156	227.042	3.774	0.566	0.388	0.631
06/10/2024	22:00:00	0.508	0.087	231.885	2.223	0.327	0.224	0.365
07/10/2024	00:00:00	0.149	0.039	235.488	0.655	0.07	0.049	0.079
07/10/2024	02:00:00	0.096	0.033	231.939	0.439	0.032	0.023	0.037
07/10/2024	04:00:00	0.124	0.02	239.208	0.526	0.052	0.037	0.059
07/10/2024	06:00:00	0.865	0.2	227.849	3.895	0.556	0.418	0.652
07/10/2024	08:00:00	0.429	0.132	234.992	1.91	0.258	0.195	0.303
07/10/2024	10:00:00	0.372	0.13	229.693	1.715	0.22	0.165	0.257
07/10/2024	12:00:00	0.663	0.141	227.735	2.975	0.424	0.31	0.49
07/10/2024	14:00:00	0.423	0.115	227.673	1.925	0.264	0.184	0.297
07/10/2024	16:00:00	0.565	0.098	233.997	2.448	0.354	0.261	0.412
07/10/2024	18:00:00	0.895	0.311	238.183	3.979	0.576	0.434	0.676
07/10/2024	20:00:00	0.707	0.224	234.469	3.164	0.452	0.335	0.526
07/10/2024	22:00:00	0.445	0.141	234.181	1.992	0.273	0.2	0.316
08/10/2024	00:00:00	0.153	0.036	239.097	0.657	0.073	0.051	0.082
08/10/2024	02:00:00	0.097	0.027	229.129	0.44	0.033	0.023	0.037
08/10/2024	04:00:00	0.118	0.018	237.632	0.504	0.047	0.035	0.055
08/10/2024	06:00:00	0.77	0.226	227.314	3.529	0.493	0.368	0.576
08/10/2024	08:00:00	0.481	0.147	225.443	2.234	0.296	0.22	0.345
08/10/2024	10:00:00	0.379	0.067	235.008	1.637	0.237	0.16	0.261
08/10/2024	12:00:00	0.697	0.228	228.568	3.208	0.445	0.329	0.518
08/10/2024	14:00:00	0.415	0.146	225.699	1.949	0.257	0.181	0.292
08/10/2024	16:00:00	0.563	0.167	234.946	2.501	0.366	0.252	0.409
08/10/2024	18:00:00	0.903	0.187	226.661	4.066	0.613	0.415	0.677
08/10/2024	20:00:00	0.681	0.187	230.892	3.06	0.433	0.322	0.505
08/10/2024	22:00:00	0.481	0.101	229.305	2.145	0.305	0.213	0.344
09/10/2024	00:00:00	0.152	0.049	227.944	0.702	0.07	0.053	0.082
09/10/2024	02:00:00	0.094	0.019	230.213	0.418	0.031	0.022	0.036
09/10/2024	04:00:00	0.126	0.026	231.604	0.554	0.054	0.037	0.06
09/10/2024	06:00:00	0.803	0.198	237.863	3.476	0.537	0.369	0.599
09/10/2024	08:00:00	0.462	0.149	231.374	2.097	0.281	0.211	0.329
09/10/2024	10:00:00	0.351	0.078	239.757	1.5	0.209	0.152	0.241
09/10/2024	12:00:00	0.743	0.232	236.481	3.291	0.471	0.357	0.554
09/10/2024	14:00:00	0.368	0.072	238.084	1.575	0.22	0.161	0.254
09/10/2024	16:00:00	0.524	0.089	236.834	2.245	0.338	0.233	0.378
09/10/2024	18:00:00	0.915	0.244	228.692	4.143	0.596	0.44	0.692
09/10/2024	20:00:00	0.793	0.157	230.827	3.502	0.516	0.374	0.594
09/10/2024	22:00:00	0.477	0.135	230.033	2.157	0.301	0.212	0.341
10/10/2024	00:00:00	0.137	0.035	239.133	0.59	0.061	0.043	0.069
10/10/2024	02:00:00	0.106	0.028	237.913	0.463	0.04	0.027	0.045
10/10/2024	04:00:00	0.109	0.028	226.776	0.496	0.041	0.03	0.047
10/10/2024	06:00:00	0.841	0.244	229.956	3.806	0.564	0.388	0.629
10/10/2024	08:00:00	0.457	0.096	239.861	1.945	0.281	0.206	0.325
10/10/2024	10:00:00	0.332	0.065	230.071	1.471	0.192	0.145	0.226
10/10/2024	12:00:00	0.66	0.16	238.493	2.846	0.42	0.31	0.488
10/10/2024	14:00:00	0.376	0.068	237.867	1.607	0.225	0.165	0.261
10/10/2024	16:00:00	0.539	0.115	237.452	2.322	0.349	0.24	0.389
10/10/2024	18:00:00	0.9	0.274	238.591	3.942	0.583	0.434	0.68
10/10/2024	20:00:00	0.778	0.15	233.082	3.4	0.497	0.373	0.583
10/10/2024	22:00:00	0.479	0.115	229.441	2.147	0.292	0.22	0.343
11/10/2024	00:00:00	0.153	0.045	235.716	0.676	0.071	0.052	0.082
11/10/2024	02:00:00	0.1	0.031	237.431	0.442	0.035	0.026	0.04
11/10/2024	04:00:00	0.114	0.034	239.147	0.499	0.044	0.033	0.051
11/10/2024	06:00:00	0.894	0.303	235.449	4.011	0.608	0.41	0.671
11/10/2024	08:00:00	0.458	0.135	232.512	2.053	0.292	0.199	0.324
11/10/2024	10:00:00	0.331	0.112	229.329	1.523	0.2	0.138	0.224
11/10/2024	12:00:00	0.711	0.23	234.114	3.19	0.467	0.327	0.527
11/10/2024	14:00:00	0.42	0.086	230.397	1.859	0.256	0.186	0.296
11/10/2024	16:00:00	0.576	0.151	225.599	2.64	0.379	0.256	0.418
11/10/2024	18:00:00	0.983	0.278	229.27	4.455	0.636	0.479	0.746
11/10/2024	20:00:00	0.803	0.236	233.515	3.583	0.515	0.385	0.602
11/10/2024	22:00:00	0.488	0.152	232.947	2.196	0.304	0.221	0.351
12/10/2024	00:00:00	0.157	0.027	234.007	0.68	0.076	0.052	0.085
12/10/2024	02:00:00	0.109	0.031	237.332	0.476	0.04	0.03	0.047
12/10/2024	04:00:00	0.144	0.044	229.598	0.657	0.068	0.046	0.075
12/10/2024	06:00:00	0.863	0.146	236.356	3.704	0.57	0.406	0.65
12/10/2024	08:00:00	0.444	0.152	230.651	2.034	0.274	0.198	0.315
12/10/2024	10:00:00	0.406	0.116	231.593	1.822	0.25	0.177	0.284
12/10/2024	12:00:00	0.78	0.24	237.773	3.43	0.521	0.358	0.581
12/10/2024	14:00:00	0.444	0.138	229.548	2.025	0.274	0.199	0.315
12/10/2024	16:00:00	0.617	0.108	228.516	2.743	0.399	0.282	0.453
12/10/2024	18:00:00	1.069	0.322	225.787	4.945	0.693	0.524	0.815
12/10/2024	20:00:00	0.784	0.277	237.858	3.498	0.512	0.369	0.588
12/10/2024	22:00:00	0.455	0.089	231.269	2.007	0.286	0.201	0.324
13/10/2024	00:00:00	0.172	0.029	230.267	0.758	0.087	0.06	0.097
13/10/2024	02:00:00	0.108	0.019	231.412	0.473	0.041	0.029	0.046
13/10/2024	04:00:00	0.137	0.044	231.272	0.622	0.062	0.043	0.069
13/10/2024	06:00:00	0.951	0.234	232.52	4.214	0.62	0.459	0.721
13/10/2024	08:00:00	0.522	0.095	239.133	2.219	0.327	0.239	0.378
13/10/2024	10:00:00	0.376	0.095	237.064	1.637	0.229	0.163	0.261
13/10/2024	12:00:00	0.832	0.224	233.033	3.699	0.533	0.402	0.626
13/10/2024	14:00:00	0.401	0.071	225.21	1.806	0.244	0.176	0.28
13/10/2024	16:00:00	0.599	0.149	237.612	2.598	0.387	0.273	0.438
13/10/2024	18:00:00	0.946	0.314	237.442	4.199	0.61	0.46	0.717
13/10/2024	20:00:00	0.771	0.241	229.063	3.527	0.51	0.357	0.575
13/10/2024	22:00:00	0.465	0.16	235.115	2.093	0.285	0.212	0.332
14/10/2024	00:00:00	0.15	0.029	238.744	0.638	0.072	0.048	0.079
14/10/2024	02:00:00	0.103	0.025	235.102	0.449	0.037	0.026	0.042
14/10/2024	04:00:00	0.111	0.033	233.147	0.497	0.043	0.031	0.049
14/10/2024	06:00:00	0.851	0.254	227.0	3.911	0.546	0.411	0.641
14/10/2024	08:00:00	0.491	0.155	226.854	2.271	0.316	0.215	0.351
14/10/2024	10:00:00	0.347	0.102	227.107	1.595	0.203	0.152	0.238
14/10/2024	12:00:00	0.655	0.186	225.87	3.017	0.432	0.297	0.482
14/10/2024	14:00:00	0.405	0.132	234.074	1.821	0.246	0.179	0.284
14/10/2024	16:00:00	0.586	0.112	226.4	2.634	0.375	0.268	0.429
14/10/2024	18:00:00	0.957	0.289	229.806	4.35	0.644	0.447	0.723
14/10/2024	20:00:00	0.79	0.125	228.499	3.499	0.505	0.379	0.592
14/10/2024	22:00:00	0.41	0.092	233.913	1.795	0.259	0.175	0.286
15/10/2024	00:00:00	0.147	0.037	225.474	0.67	0.067	0.049	0.077
15/10/2024	02:00:00	0.098	0.034	232.329	0.448	0.034	0.024	0.039
15/10/2024	04:00:00	0.118	0.028	235.646	0.514	0.047	0.035	0.054
15/10/2024	06:00:00	0.797	0.263	228.815	3.668	0.528	0.37	0.596
15/10/2024	08:00:00	0.493	0.123	234.751	2.163	0.308	0.222	0.354
15/10/2024	10:00:00	0.336	0.054	238.584	1.424	0.2	0.143	0.228
15/10/2024	12:00:00	0.668	0.226	236.498	2.982	0.44	0.304	0.492
15/10/2024	14:00:00	0.424	0.067	226.949	1.891	0.269	0.181	0.297
15/10/2024	16:00:00	0.596	0.19	232.441	2.69	0.384	0.272	0.436
15/10/2024	18:00:00	0.882	0.253	228.148	4.022	0.588	0.412	0.664
15/10/2024	20:00:00	0.683	0.244	230.035	3.152	0.45	0.312	0.504
15/10/2024	22:00:00	0.461	0.074	226.028	2.065	0.279	0.211	0.329
16/10/2024	00:00:00	0.152	0.032	236.59	0.657	0.069	0.052	0.082
16/10/2024	02:00:00	0.108	0.028	238.693	0.466	0.04	0.029	0.046
16/10/2024	04:00:00	0.109	0.031	233.417	0.485	0.042	0.029	0.047
16/10/2024	06:00:00	0.83	0.285	235.217	3.733	0.534	0.399	0.624
16/10/2024	08:00:00	0.416	0.11	225.774	1.905	0.261	0.18	0.291
16/10/2024	10:00:00	0.356	0.083	233.609	1.567	0.212	0.155	0.245
16/10/2024	12:00:00	0.678	0.154	229.751	3.026	0.431	0.32	0.502
16/10/2024	14:00:00	0.36	0.06	233.924	1.559	0.218	0.154	0.247
16/10/2024	16:00:00	0.579	0.158	235.057	2.552	0.375	0.261	0.422
16/10/2024	18:00:00	0.955	0.289	228.426	4.366	0.623	0.46	0.724
16/10/2024	20:00:00	0.74	0.223	238.199	3.244	0.479	0.348	0.552
16/10/2024	22:00:00	0.481	0.127	232.728	2.136	0.308	0.211	0.343
17/10/2024	00:00:00	0.149	0.052	235.187	0.671	0.068	0.051	0.079
17/10/2024	02:00:00	0.098	0.016	232.424	0.426	0.034	0.023	0.038
17/10/2024	04:00:00	0.128	0.021	229.771	0.564	0.055	0.039	0.062
17/10/2024	06:00:00	0.829	0.296	235.485	3.736	0.533	0.398	0.623
17/10/2024	08:00:00	0.478	0.142	234.654	2.124	0.299	0.214	0.342
17/10/2024	10:00:00	0.377	0.11	234.447	1.674	0.224	0.167	0.262
17/10/2024	12:00:00	0.669	0.19	239.579	2.901	0.432	0.31	0.495
17/10/2024	14:00:00	0.398	0.1	238.185	1.724	0.247	0.172	0.278
17/10/2024	16:00:00	0.536	0.092	225.53	2.41	0.349	0.236	0.386
17/10/2024	18:00:00	0.977	0.198	239.067	4.17	0.656	0.458	0.74
17/10/2024	20:00:00	0.799	0.27	233.988	3.602	0.521	0.377	0.599
17/10/2024	22:00:00	0.491	0.093	230.297	2.168	0.301	0.226	0.352
18/10/2024	00:00:00	0.144	0.051	230.294	0.665	0.065	0.048	0.076
18/10/2024	02:00:00	0.094	0.033	237.5	0.417	0.03	0.022	0.035
18/10/2024	04:00:00	0.108	0.027	235.395	0.472	0.041	0.029	0.046
18/10/2024	06:00:00	0.825	0.186	228.182	3.708	0.553	0.38	0.617
18/10/2024	08:00:00	0.416	0.132	232.305	1.879	0.251	0.187	0.293
18/10/2024	10:00:00	0.365	0.118	233.064	1.646	0.218	0.159	0.252
18/10/2024	12:00:00	0.762	0.141	237.66	3.263	0.497	0.357	0.57
18/10/2024	14:00:00	0.408	0.142	230.676	1.874	0.249	0.18	0.287
18/10/2024	16:00:00	0.558	0.108	229.35	2.479	0.348	0.259	0.407
18/10/2024	18:00:00	0.873	0.253	226.949	4.004	0.56	0.423	0.658
18/10/2024	20:00:00	0.713	0.197	231.031	3.202	0.465	0.331	0.53
18/10/2024	22:00:00	0.428	0.116	232.841	1.904	0.262	0.191	0.302
19/10/2024	00:00:00	0.175	0.053	233.175	0.785	0.09	0.061	0.1
19/10/2024	02:00:00	0.117	0.027	239.642	0.502	0.047	0.034	0.054
19/10/2024	04:00:00	0.126	0.02	234.917	0.542	0.053	0.038	0.06
19/10/2024	06:00:00	1.002	0.29	229.971	4.538	0.683	0.465	0.757
19/10/2024	08:00:00	0.518	0.11	239.625	2.212	0.327	0.235	0.375
19/10/2024	10:00:00	0.386	0.101	238.428	1.673	0.232	0.17	0.269
19/10/2024	12:00:00	0.757	0.26	232.741	3.44	0.502	0.348	0.564
19/10/2024	14:00:00	0.404	0.083	231.093	1.785	0.247	0.177	0.283
19/10/2024	16:00:00	0.644	0.105	230.16	2.835	0.408	0.302	0.475
19/10/2024	18:00:00	0.895	0.195	238.012	3.849	0.582	0.429	0.676
